SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
531253,INDIA GELAT.,X ,Q,129.50,134.95,128.60,130.45,130.45,126.55,149,12484,1647139.00,,INE342D01012,06-Jan-22,,
531254,OPTIFIN     ,X ,Q,38.65,38.65,37.45,38.50,38.50,37.85,13,175,6634.00,,INE031G01014,06-Jan-22,,
531255,PARAGON FIN.,X ,Q,20.75,20.80,19.20,20.80,20.80,19.85,14,519,10458.00,,INE015E01012,06-Jan-22,,
531257,PRATIKSHA CH,X ,Q,32.30,33.90,32.30,33.90,33.90,32.30,37,3816,128181.00,,INE530D01012,06-Jan-22,,
531259,ESHAMEDIA   ,XT,Q,6.05,6.05,5.95,6.05,6.05,5.77,17,2001,12105.00,,INE328F01016,06-Jan-22,,
531260,SUNEDISON   ,XT,Q,213.20,213.20,204.95,213.20,213.20,203.05,74,3540,741812.00,,INE332F01018,06-Jan-22,,
531265,PROGREXV    ,XT,Q,7.71,7.71,7.71,7.71,7.71,7.35,2,100,771.00,,INE421E01012,06-Jan-22,,
531266,VST TILLERS ,A ,Q,2805.65,2847.00,2773.85,2826.45,2814.60,2819.30,294,843,2360204.00,,INE764D01017,06-Jan-22,,
531268,B2B SOFT.   ,XT,Q,40.60,44.80,40.60,44.75,44.75,42.70,452,28074,1175201.00,,INE151B01011,06-Jan-22,,
531272,NIKKI GLOBAL,XT,Q,4.33,4.41,4.33,4.41,4.41,4.33,3,5,21.00,,INE526C01012,06-Jan-22,,
531273,RADHE DEVLOP,X ,Q,277.90,290.00,264.80,274.00,274.00,278.70,1241,43643,12076132.00,,INE986B01036,06-Jan-22,,
531274,KINETIC TRUS,XT,Q,7.10,7.60,7.10,7.60,7.60,7.24,14,1277,9692.00,,INE674M01019,06-Jan-22,,
531278,ELIXIR      ,X ,Q,60.85,60.85,56.10,60.00,59.10,58.65,96,8612,512471.00,,INE785D01012,06-Jan-22,,
531279,TRISHAKTI EL,X ,Q,71.20,71.20,65.00,71.20,71.20,67.85,106,10091,702966.00,,INE238C01014,06-Jan-22,,
531280,PANKAJ POLY.,X ,Q,7.55,7.55,7.55,7.55,7.55,7.22,9,2553,19275.00,,INE698B01011,06-Jan-22,,
531281,P.G.IND.LTD.,XT,Q,15.22,15.22,14.79,15.22,15.22,14.50,87,14678,223250.00,,INE807H01023,06-Jan-22,,
531283,CINDRELLA FI,XT,Q,9.67,10.67,9.67,10.67,10.67,10.17,39,4143,43274.00,,INE897D01015,06-Jan-22,,
531287,NAT PLASTIC ,X ,Q,96.95,96.95,91.70,95.15,96.00,97.20,54,5334,506541.00,,INE896D01017,06-Jan-22,,
531289,NATFIT      ,X ,Q,53.20,57.25,53.20,56.10,56.10,54.15,36,12510,699865.00,,INE643C01015,06-Jan-22,,
531297,ARTEFACT PR ,X ,Q,76.00,78.85,71.50,74.10,74.40,76.70,227,29514,2197973.00,,INE885B01014,06-Jan-22,,
531304,NUTECH GLOBA,X ,Q,10.41,10.41,9.43,9.43,9.43,9.92,13,877,8489.00,,INE960H01012,06-Jan-22,,
531306,DHP INDIA LT,X ,Q,718.20,742.00,695.00,700.40,699.00,720.95,145,4340,3053593.00,,INE590D01016,06-Jan-22,,
531307,RRIL        ,X ,Q,16.00,16.35,15.50,15.75,15.95,15.85,263,57459,903433.00,,INE951M01037,06-Jan-22,,
531310,AVAILABLE FI,X ,Q,83.90,85.45,78.85,85.45,85.45,81.40,122,10758,894685.00,,INE325G01010,06-Jan-22,,
531314,INTEGRA CAP.,X ,Q,27.00,27.00,26.40,26.40,26.40,27.75,6,337,8918.00,,INE366H01012,06-Jan-22,,
531322,HAVISHA     ,T ,Q,3.10,3.10,2.96,3.10,3.10,2.96,344,268429,829422.00,,INE293B01029,06-Jan-22,,
531323,JAYIND      ,X ,Q,14.30,14.90,13.54,14.67,14.89,14.25,41,1688,24312.00,,INE250D01017,06-Jan-22,,
531324,ROSELABS FIN,X ,Q,31.35,32.85,31.30,32.85,32.85,31.30,14,1061,34047.00,,INE475C01012,06-Jan-22,,
531327,CHARMS INDUS,X ,Q,3.32,3.47,3.32,3.47,3.47,3.31,5,1512,5096.00,,INE442C01012,06-Jan-22,,
531328,KRETTOSYS   ,XT,Q,10.57,11.67,10.57,11.67,11.67,11.12,76,25135,283500.00,,INE128R01015,06-Jan-22,,
531334,VIKALP SEC. ,XT,Q,8.00,8.40,7.85,8.40,8.40,8.00,39,4251,35095.00,,INE186E01011,06-Jan-22,,
531335,ZYDUS WELL  ,A ,Q,1877.50,1885.00,1866.15,1870.60,1876.35,1890.00,218,654,1224748.00,,INE768C01010,06-Jan-22,,
531337,WINPRO      ,B ,Q,8.16,8.41,8.16,8.35,8.40,8.58,540,584841,4823587.00,,INE974C01022,06-Jan-22,,
531340,BERVIN INV. ,XT,Q,49.00,51.35,49.00,49.00,49.00,49.00,8,326,15986.00,,INE348I01018,06-Jan-22,,
531341,GUJ.INVESTA ,XT,Q,9.40,9.96,9.02,9.02,9.02,9.49,41,8397,78521.00,,INE373D01017,06-Jan-22,,
531344,CONTAIN.CORP,A ,Q,625.85,639.95,624.30,634.50,635.40,629.50,1083,23871,15123362.00,,INE111A01025,06-Jan-22,,
531346,EASTERN TRED,X ,Q,47.00,50.00,47.00,49.20,49.35,49.45,49,4809,230504.00,,INE500D01015,06-Jan-22,,
531349,PANACEA BIOT,B ,Q,198.00,201.75,197.00,199.35,199.35,198.60,1096,32464,6494643.00,,INE922B01023,06-Jan-22,,
531352,PEETI SECURT,XT,Q,19.10,19.10,19.10,19.10,19.10,18.20,89,14581,278497.00,,INE328D01011,06-Jan-22,,
531358,CHOICE INT. ,X ,Q,153.00,157.80,151.75,155.45,157.80,155.00,40,7140,1099853.00,,INE102B01014,06-Jan-22,,
531359,SHRIRAM ASSE,X ,Q,105.00,112.35,105.00,112.30,112.30,107.00,49,2225,246927.00,,INE777G01012,06-Jan-22,,
531360,GOLECHA GLOB,X ,Q,11.03,11.03,11.03,11.03,11.03,10.51,4,450,4963.00,,INE427D01011,06-Jan-22,,
531364,PARAMONE    ,X ,Q,27.00,29.00,27.00,27.75,27.70,28.15,81,6304,175060.00,,INE005E01013,06-Jan-22,,
531373,BYKE HOSP   ,B ,Q,30.00,30.80,30.00,30.30,30.25,30.15,154,10484,317792.00,,INE319B01014,06-Jan-22,,
531380,CENTENIAL SU,X ,Q,62.70,62.70,56.25,60.55,60.50,59.80,29,1340,80664.00,,INE405H01018,06-Jan-22,,
531381,ARIHANT FOUN,B ,Q,39.00,40.35,38.55,39.50,39.00,39.95,111,2915,114811.00,,INE413D01011,06-Jan-22,,
531387,HASTI FINANC,X ,Q,6.69,6.69,6.69,6.69,6.69,6.56,4,9695,64859.00,,INE671D01014,06-Jan-22,,
531390,UPSURGE INV.,X ,Q,70.00,75.80,69.00,69.30,69.30,72.25,193,21986,1559022.00,,INE890B01014,06-Jan-22,,
531395,PADAM COTTON,XT,Q,11.80,11.80,11.80,11.80,11.80,11.55,1,1,11.00,,INE448D01017,06-Jan-22,,
531398,SOURCENTRL  ,X ,Q,125.80,125.80,118.20,121.05,121.05,121.10,37,446,53717.00,,INE679C01027,06-Jan-22,,
531399,G.G.AUTOMATI,XT,Q,34.90,34.90,32.90,32.90,32.90,34.60,226,26837,893646.00,,INE493B01017,06-Jan-22,,
531400,ALMONDZ GLO ,B ,Q,125.05,129.65,125.00,128.85,129.00,122.35,40,775,98970.00,,INE326B01027,06-Jan-22,,
531402,LWS KNITWEAR,XT,Q,19.35,19.35,18.40,19.30,19.30,19.35,28,4064,75510.00,,INE281M01013,06-Jan-22,,
531406,ANS LTD     ,XT,Q,10.15,10.15,10.15,10.15,10.15,10.15,4,41,416.00,,INE234J01018,06-Jan-22,,
531409,ALCH CORP   ,XT,Q,13.10,13.11,13.10,13.11,13.11,12.49,14,2357,30897.00,,INE057D01016,06-Jan-22,,
531412,RADIX IND   ,XT,Q,88.00,88.00,88.00,88.00,88.00,86.00,1,2,176.00,,INE576N01014,06-Jan-22,,
531413,KIRAN PRINT ,XT,Q,4.19,4.63,4.19,4.39,4.19,4.41,20,6943,30018.00,,INE516D01011,06-Jan-22,,
531416,NARENDRA PRO,X ,Q,33.00,33.65,31.35,33.65,33.65,30.60,418,49103,1643249.00,,INE603F01012,06-Jan-22,,
531417,MEGA CORPN. ,XT,Q,4.26,4.26,4.25,4.26,4.26,4.06,243,117249,499441.00,,INE804B01023,06-Jan-22,,
531426,TAMIL.NEWSPR,A ,Q,127.50,127.50,123.10,123.95,123.55,125.40,470,10305,1275652.00,,INE107A01015,06-Jan-22,,
531431,SHAKTI PUMPS,A ,Q,653.00,704.75,651.50,683.40,683.90,669.00,3176,28369,19399838.00,,INE908D01010,06-Jan-22,,
531432,SYSTEMATIX  ,XT,Q,8.80,8.80,8.04,8.10,8.10,8.46,24,2569,21710.00,,INE07P301011,06-Jan-22,,
531433,SUNGOLD CAP.,XT,Q,2.42,2.42,2.42,2.42,2.42,2.54,18,14803,35823.00,,INE271D01013,06-Jan-22,,
531436,SAFFRON IND ,XT,Q,7.29,7.65,7.29,7.65,7.65,7.29,8,1130,8597.00,,INE474D01013,06-Jan-22,,
531437,PWASML      ,X ,Q,82.70,82.70,82.70,82.70,82.70,78.80,43,34805,2878373.00,,INE523I01016,06-Jan-22,,
531439,GOLDSTONE EN,T ,Q,99.90,99.90,92.10,96.95,96.00,96.85,178,13233,1262363.00,,INE805A01014,06-Jan-22,,
531449,GRM OVERSEAS,B ,Q,719.90,744.45,712.00,744.45,744.45,709.00,1563,44108,32455949.00,,INE192H01020,06-Jan-22,,
531453,MOHIT INDUS.,B ,Q,15.35,16.25,15.25,16.00,16.00,15.85,96,5694,90555.00,,INE954E01012,06-Jan-22,,
531454,POLYLINK POL,X ,Q,22.95,22.95,20.85,22.95,22.95,21.90,142,26026,585666.00,,INE323D01020,06-Jan-22,,
531456,MINAXI TEXT.,XT,Q,3.96,3.96,3.96,3.96,3.96,3.78,287,203981,807764.00,,INE952C01028,06-Jan-22,,
531460,CONTI.CONTRL,X ,Q,8.56,8.56,8.56,8.56,8.56,8.16,6,3901,33392.00,,INE545B01022,06-Jan-22,,
531465,NOUVEAU     ,X ,Q,14.82,14.82,14.82,14.82,14.82,14.53,52,16206,240172.00,,INE317B01034,06-Jan-22,,
531471,DUKE OFFSHOR,XT,Q,12.57,12.57,12.00,12.06,12.06,12.57,11,1377,16773.00,,INE397G01019,06-Jan-22,,
531472,CYBELE IND  ,X ,Q,11.62,11.62,11.62,11.62,11.62,11.07,11,1147,13328.00,,INE183D01010,06-Jan-22,,
531489,CG-VAK SOFTW,XT,Q,328.40,328.40,312.80,328.40,328.40,312.80,366,14907,4886845.00,,INE084D01010,06-Jan-22,,
531494,NAVKAR      ,X ,Q,42.50,42.90,40.30,40.30,40.30,42.40,137,17074,701370.00,,INE268H01010,06-Jan-22,,
531497,MADHUCON PRJ,T ,Q,12.90,12.90,11.90,12.21,12.21,12.38,183,37695,456887.00,,INE378D01032,06-Jan-22,,
531499,SYBLY INDS. ,XT,Q,8.57,8.57,8.57,8.57,8.57,8.17,31,8790,75330.00,,INE080D01042,06-Jan-22,,
531500,RAJESH EXPO.,A ,Q,807.50,848.45,789.60,830.50,828.50,807.60,3414,61845,50200854.00,,INE343B01030,06-Jan-22,,
531502,ESAAR (I)LTD,X ,Q,5.01,5.01,5.01,5.01,5.01,4.92,17,23315,116808.00,,INE404L01039,06-Jan-22,,
531503,MARIS SPIN. ,X ,Q,98.50,98.50,90.60,96.95,96.95,95.35,457,57230,5320300.00,,INE866D01010,06-Jan-22,,
531506,SHUKR BULL  ,XT,Q,9.50,9.75,9.35,9.75,9.75,9.30,7,786,7614.00,,INE561E01015,06-Jan-22,,
531508,EVEREADY (I),A ,Q,310.00,321.70,309.00,318.20,319.25,313.50,837,12416,3917536.00,,INE128A01029,06-Jan-22,,
531512,ORIENT TRADE,XT,Q,9.99,9.99,9.26,9.34,9.60,9.74,196,40729,383119.00,,INE681D01039,06-Jan-22,,
531518,VIKASPROP   ,T ,Q,2.85,3.15,2.85,3.14,3.14,3.00,4110,12185239,35822118.00,,INE767B01022,06-Jan-22,,
531525,ACE SOFTWARE,X ,Q,26.20,26.20,24.90,24.90,24.90,26.20,40,5636,140974.00,,INE849B01010,06-Jan-22,,
531531,HATSUN AGRO ,A ,Q,1240.00,1260.95,1230.05,1236.10,1237.95,1244.50,354,1432,1776770.00,,INE473B01035,06-Jan-22,,
531533,E.COM INFOTE,XT,Q,31.50,31.50,31.50,31.50,31.50,30.00,19,1892,59598.00,,INE578B01015,06-Jan-22,,
531539,RISHABH DIGH,X ,Q,29.00,29.00,27.55,29.00,29.00,29.00,13,1240,35906.00,,INE864D01015,06-Jan-22,,
531540,MARUTI INFRA,X ,Q,58.55,58.55,58.55,58.55,58.55,61.60,43,1928,112884.00,,INE392G01010,06-Jan-22,,
531541,KOBO        ,Z ,Q,10.23,10.23,10.23,10.23,10.23,10.76,52,10226,104611.00,,INE881A01015,06-Jan-22,,
531543,JINDAL WORLD,B ,Q,240.10,260.00,238.40,256.95,257.20,243.70,3286,105129,26527596.00,,INE247D01039,06-Jan-22,,
531548,SOMANY CRAM ,A ,Q,917.50,919.80,895.30,911.95,910.20,904.75,354,990,898274.00,,INE355A01028,06-Jan-22,,
531550,JHAVERI CRED,XT,Q,5.76,6.36,5.76,6.36,6.36,6.06,22,3275,20227.00,,INE865D01012,06-Jan-22,,
531552,RAGHUNATH TO,X ,Q,9.50,10.50,9.50,10.50,10.50,10.21,22,2172,21934.00,,INE754B01012,06-Jan-22,,
531556,CORAL (I)FIN,B ,Q,39.15,42.00,38.75,40.35,40.10,39.90,214,12033,487953.00,,INE558D01021,06-Jan-22,,
531569,SANJIVANI PA,X ,Q,36.60,38.40,36.50,38.40,38.40,36.60,103,87803,3370215.00,,INE860D01013,06-Jan-22,,
531574,VAS INFRA   ,X ,Q,5.91,5.91,5.91,5.91,5.91,5.63,7,2944,17399.00,,INE192C01013,06-Jan-22,,
531578,KMF BUILDERS,XT,Q,6.00,6.30,5.70,5.70,5.70,6.00,40,11322,65460.00,,INE580H01026,06-Jan-22,,
531582,BERYL SECUR.,XT,Q,9.70,10.18,9.70,10.18,10.18,9.70,11,6155,62524.00,,INE508J01015,06-Jan-22,,
531583,RAP MEDIA   ,X ,Q,22.00,22.00,20.05,21.70,21.90,21.10,20,807,17298.00,,INE483D01014,06-Jan-22,,
531585,DEVINE IMPE ,XT,Q,6.00,6.16,5.84,6.16,6.16,5.87,41,5655,34377.00,,INE455C01014,06-Jan-22,,
531591,BAMPSL SECUR,XT,Q,4.18,4.18,3.97,4.15,4.15,4.17,239,60782,245472.00,,INE802A01037,06-Jan-22,,
531592,GENPHARMA   ,X ,Q,6.80,7.05,6.51,6.98,6.98,6.81,5649,5236186,36127785.00,,INE861N01036,06-Jan-22,,
531594,INCON ENGG. ,XT,Q,25.80,26.05,23.65,26.05,26.05,24.85,160,15383,391006.00,,INE507D01010,06-Jan-22,,
531595,CGCL        ,A ,Q,507.55,528.80,505.00,522.90,522.90,510.15,808,21470,11113670.00,,INE180C01026,06-Jan-22,,
531599,FDC LIMITED ,A ,Q,300.00,306.25,296.00,305.05,305.25,301.10,577,6077,1835523.00,,INE258B01022,06-Jan-22,,
531608,GORANI INDUS,XT,Q,40.80,40.95,40.75,40.95,40.95,39.00,27,4777,195592.00,,INE792J01015,06-Jan-22,,
531609,KG PETROCHEM,X ,Q,319.90,333.00,305.55,333.00,333.00,319.70,28,1456,476551.00,,INE902G01016,06-Jan-22,,
531616,STARCOM     ,XT,Q,183.00,183.00,175.00,175.00,175.00,183.00,36,975,173506.00,,INE347I01010,06-Jan-22,,
531621,CENTERAC    ,XT,Q,2.65,2.65,2.65,2.65,2.65,2.53,3,2400,6360.00,,INE157B01026,06-Jan-22,,
531624,COUNTRY COND,T ,Q,7.21,7.21,6.87,7.21,7.21,6.87,464,469908,3383699.00,,INE695B01025,06-Jan-22,,
531626,OROSMITHS   ,X ,Q,6.12,6.12,6.12,6.12,6.12,5.83,169,180189,1102756.00,,INE628B01034,06-Jan-22,,
531633,LINCOLN PHAR,B ,Q,353.60,369.20,353.60,364.30,364.30,360.35,1689,18978,6907088.00,,INE405C01035,06-Jan-22,,
531635,SILVER OAK  ,X ,Q,40.05,40.40,39.40,39.40,39.40,41.45,16,641,25629.00,,INE870J01019,06-Jan-22,,
531637,PRAVEG      ,X ,Q,144.50,148.00,140.00,146.55,148.00,144.35,126,6182,888984.00,,INE722B01019,06-Jan-22,,
531638,SURAJ LTD   ,XT,Q,69.50,75.90,69.50,75.90,75.90,72.30,374,27469,2026408.00,,INE713C01016,06-Jan-22,,
531640,SICL        ,P ,Q,17.85,17.85,17.85,17.85,17.85,18.75,2,300,5355.00,,INE936N01010,06-Jan-22,,
531642,MARICOLTD   ,A ,Q,500.00,506.80,498.00,502.20,502.90,501.30,3583,47892,24096071.00,,INE196A01026,06-Jan-22,,
531644,TOKYO FINANC,X ,Q,9.80,9.80,9.80,9.80,9.80,10.30,4,300,2940.00,,INE546D01018,06-Jan-22,,
531648,MAHAVIRIND  ,XT,Q,2.62,2.62,2.62,2.62,2.62,2.50,27,16383,42923.00,,INE987M01023,06-Jan-22,,
531651,NATIONAL GEN,XT,Q,515.80,515.80,515.80,515.80,515.80,491.25,35,150,77370.00,,INE654H01011,06-Jan-22,,
531652,THIRDWAVE FI,XT,Q,18.10,18.75,18.10,18.75,18.75,17.90,12,1223,22806.00,,INE528C01018,06-Jan-22,,
531661,HITTCO TOOLS,XT,Q,13.65,14.23,13.65,14.22,14.22,13.56,99,24558,345750.00,,INE863C01019,06-Jan-22,,
531667,RRMETAL     ,X ,Q,56.45,56.45,51.20,52.50,54.60,53.85,47,5148,277494.00,,INE117K01013,06-Jan-22,,
531668,VISION CORPO,X ,Q,4.04,4.24,4.04,4.08,4.08,4.04,114,175719,735213.00,,INE661D01015,06-Jan-22,,
531672,INANI SEC.  ,XT,Q,30.00,30.00,27.75,29.85,29.85,29.20,18,1305,38446.00,,INE224C01014,06-Jan-22,,
531673,ANKA INDIA  ,X ,Q,11.30,11.85,11.00,11.85,11.85,11.30,7,5499,61664.00,,INE067C01025,06-Jan-22,,
531680,MAYUR LEATHR,XT,Q,9.44,9.45,8.60,9.45,9.45,9.00,26,9515,89815.00,,INE799E01011,06-Jan-22,,
531681,AMARDEEP IND,XT,Q,2.15,2.16,1.96,2.16,2.16,2.06,1609,1561508,3297921.00,,INE673C01020,06-Jan-22,,
531688,PRITHVIEXCH ,X ,Q,26.35,27.00,26.00,26.10,26.10,26.05,20,4564,121677.00,,INE621B01021,06-Jan-22,,
531694,RAINBOW FOUN,XT,Q,36.40,37.50,35.15,35.15,35.15,36.95,38,5438,191661.00,,INE230F01014,06-Jan-22,,
531716,TRICOMFRU   ,XT,Q,3.40,3.41,3.40,3.40,3.40,3.40,25,5411,18401.00,,INE843F01014,06-Jan-22,,
531717,VIDHIING    ,B ,Q,395.00,403.55,394.70,400.20,400.70,399.15,419,5194,2069700.00,,INE632C01026,06-Jan-22,,
531719,BHAGIRA.CHEM,B ,Q,953.00,980.00,940.20,957.15,940.20,953.25,77,370,357628.00,,INE414D01019,06-Jan-22,,
531726,PANCHSHEEL O,X ,Q,131.10,136.00,129.80,134.40,135.85,136.55,265,15164,2017807.00,,INE316G01019,06-Jan-22,,
531727,MENON PISTON,X ,Q,49.25,49.25,47.50,48.70,48.70,48.70,1060,122459,5931548.00,,INE650G01029,06-Jan-22,,
531735,PRISM FINANC,P ,Q,23.75,23.75,23.75,23.75,23.75,22.65,1,100,2375.00,,INE429Q01019,06-Jan-22,,
531737,GREENCREST  ,X ,Q,7.33,7.33,7.33,7.33,7.33,7.19,31,6181,45306.00,,INE414C01037,06-Jan-22,,
531739,GENNEX LAB  ,X ,Q,9.95,10.99,9.95,10.99,10.99,10.47,6665,3738471,39419627.00,,INE509C01026,06-Jan-22,,
531744,GINI SILK MI,X ,Q,55.20,55.20,55.20,55.20,55.20,52.60,18,2774,153124.00,,INE548B01018,06-Jan-22,,
531746,PRAJAY ENGS.,T ,Q,22.25,23.35,21.15,22.80,23.10,22.25,239,61079,1359873.00,,INE505C01016,06-Jan-22,,
531752,BIOGEN      ,X ,Q,0.73,0.73,0.73,0.73,0.73,0.70,372,1334392,974106.00,,INE703D01023,06-Jan-22,,
531758,G.K.CONSULT.,XT,Q,7.22,7.22,7.22,7.22,7.22,6.88,5,1422,10266.00,,INE131D01019,06-Jan-22,,
531761,APOLLOPIPES ,A ,Q,567.00,567.00,548.00,559.00,559.00,554.30,753,4925,2752422.00,,INE126J01016,06-Jan-22,,
531762,UNJHA FORMUL,X ,Q,10.75,11.00,10.75,10.75,10.75,10.75,27,6228,66952.00,,INE576D01015,06-Jan-22,,
531768,POLY MEDICUR,A ,Q,978.25,992.70,933.65,953.85,953.85,974.85,881,4075,3942618.00,,INE205C01021,06-Jan-22,,
531778,KACHCHHMIN  ,XT,Q,38.35,38.35,34.75,38.35,38.35,36.55,328,69362,2578905.00,,INE059E01010,06-Jan-22,,
531780,KACL        ,X ,Q,3.37,3.37,3.37,3.37,3.37,3.21,1,1,3.00,,INE229G01022,06-Jan-22,,
531784,KCLINFRA    ,XT,Q,2.75,2.81,2.65,2.81,2.81,2.75,56,157212,439194.00,,INE469F01026,06-Jan-22,,
531795,ATUL AUTO   ,B ,Q,190.05,195.00,189.50,193.40,195.00,191.40,578,11314,2179874.00,,INE951D01028,06-Jan-22,,
531802,PRERNA INFR ,X ,Q,33.35,33.70,32.30,32.40,32.30,32.85,20,9432,308006.00,,INE426H01014,06-Jan-22,,
531810,METAL COATIN,X ,Q,42.10,44.40,40.25,41.55,42.40,42.70,109,9245,384459.00,,INE161E01014,06-Jan-22,,
531813,GANGAPAPERS ,XT,Q,62.95,62.95,62.95,62.95,62.95,64.20,1,73,4595.00,,INE278O01015,06-Jan-22,,
531814,TIRUPATI SAR,XT,Q,9.60,9.90,9.60,9.88,9.88,9.60,96,25209,246507.00,,INE297J01023,06-Jan-22,,
531819,NUWAY ORGANI,XT,Q,11.85,11.85,11.62,11.62,11.62,11.62,5,45,529.00,,INE414L01012,06-Jan-22,,
531822,RODIUM      ,X ,Q,64.90,64.90,63.00,63.00,63.00,60.15,5,72,4556.00,,INE513E01024,06-Jan-22,,
531834,NATURA HUE C,XT,Q,11.85,11.85,11.85,11.85,11.85,11.29,59,10221,121118.00,,INE487B01019,06-Jan-22,,
531841,INDUSFINL   ,XT,Q,14.30,14.30,14.20,14.20,14.20,14.30,6,294,4189.00,,INE935D01013,06-Jan-22,,
531842,LAHOTI OVER.,X ,Q,31.45,32.95,30.00,32.60,32.50,30.85,456,159419,5075780.00,,INE515C01023,06-Jan-22,,
531846,TRINITYLEA  ,XT,Q,11.33,11.33,11.33,11.33,11.33,11.92,7,202,2288.00,,INE884X01011,06-Jan-22,,
531847,ASIAN STAR  ,B ,Q,890.25,904.00,889.00,892.75,900.00,890.20,36,569,511276.00,,INE194D01017,06-Jan-22,,
531859,ORIRAIL     ,X ,Q,112.35,114.95,110.05,113.05,113.95,112.35,64,4868,549533.00,,INE457G01029,06-Jan-22,,
531861,JOINDRE CAPI,X ,Q,33.00,33.50,31.50,32.85,33.15,32.90,128,36047,1169121.00,,INE024B01010,06-Jan-22,,
531862,BHARATAGRI  ,X ,Q,285.00,295.00,282.75,288.95,288.95,283.95,66,9552,2749587.00,,INE842D01011,06-Jan-22,,
531867,UNITECH INTE,X ,Q,9.99,9.99,9.50,9.65,9.65,9.70,105,26088,252144.00,,INE929K01011,06-Jan-22,,
531869,SACHETA MET.,X ,Q,32.95,33.95,31.20,33.95,33.95,30.90,413,239110,7941192.00,,INE433G01012,06-Jan-22,,
531878,ANJANI FINL ,X ,Q,7.58,7.65,7.44,7.44,7.44,7.97,60,20602,155335.00,,INE283D01018,06-Jan-22,,
531879,PIONEER DIS.,B ,Q,179.05,196.00,176.00,180.10,180.70,180.15,48,1537,274568.00,,INE889E01010,06-Jan-22,,
531881,GMETCOAL    ,Z ,Q,28.35,28.35,26.95,28.35,28.35,27.00,29,4700,132303.00,,INE146F01020,06-Jan-22,,
531888,REXNORD ELE.,X ,Q,58.20,62.50,57.30,61.45,61.10,60.55,116,8821,538833.00,,INE687C01012,06-Jan-22,,
531892,KHANDWALA SE,B ,Q,22.00,22.00,19.00,19.30,19.10,19.30,59,5928,114870.00,,INE060B01014,06-Jan-22,,
531893,SAWACA BUSI ,XT,Q,15.65,15.65,15.65,15.65,15.65,14.91,150,36325,568486.00,,INE248B01015,06-Jan-22,,
531900,CCL INTER   ,XT,Q,24.80,24.85,24.80,24.85,24.85,23.70,34,5617,139347.00,,INE778E01031,06-Jan-22,,
531909,CROISSANCE  ,X ,Q,10.21,10.21,9.26,9.87,9.89,9.73,42,7847,76176.00,,INE587J01027,06-Jan-22,,
531913,GOPAL IRON S,XT,Q,7.03,7.03,7.00,7.00,7.00,7.03,2,60,420.00,,INE641H01018,06-Jan-22,,
531921,AGAR IND COR,B ,Q,398.00,405.60,393.85,396.15,396.15,409.45,617,7988,3192151.00,,INE204E01012,06-Jan-22,,
531923,DHAMPURE SGR,X ,Q,45.90,49.00,40.05,46.50,46.50,44.30,437,57024,2674323.00,,INE956B01013,06-Jan-22,,
531925,SHANTANU SHE,XT,Q,3.95,4.04,3.85,4.04,4.04,3.85,407,196393,787992.00,,INE545N01019,06-Jan-22,,
531929,INNOCORP L  ,XT,Q,12.69,12.69,12.69,12.69,12.69,12.09,50,8851,112319.00,,INE214B01017,06-Jan-22,,
531930,SARTHAK INDU,X ,Q,109.00,109.00,108.00,108.00,108.00,107.90,9,345,37546.00,,INE074H01012,06-Jan-22,,
531950,VERTEX SEC. ,XT,Q,4.41,4.41,4.41,4.41,4.41,4.20,45,30891,136229.00,,INE316D01024,06-Jan-22,,
531952,RIBA TEXTILS,X ,Q,47.55,54.00,46.10,51.30,51.50,47.20,845,151202,7752863.00,,INE811H01017,06-Jan-22,,
531962,SHREMETAL   ,XT,Q,25.65,28.35,25.65,27.65,28.35,27.00,32,3225,88417.00,,INE914B01012,06-Jan-22,,
531968,IITL PROJ   ,X ,Q,17.10,18.90,17.10,18.90,18.90,18.00,20,2009,36909.00,,INE786E01018,06-Jan-22,,
531977,CHARTERLOGIS,X ,Q,9.12,9.43,8.61,9.35,9.35,8.99,2163,785920,7140367.00,,INE558F01026,06-Jan-22,,
531978,AMBIKA COTTO,B ,Q,1911.00,2045.00,1911.00,2035.15,2035.15,1983.15,432,1703,3393590.00,,INE540G01014,06-Jan-22,,
531979,HIND ALUMIN ,X ,Q,44.95,47.00,44.00,45.25,45.20,45.35,338,51677,2372680.00,,INE227B01019,06-Jan-22,,
531980,SENTHILINFO ,XT,Q,7.24,7.24,7.24,7.24,7.24,6.90,2,101,731.00,,INE564B01015,06-Jan-22,,
531991,AMRAWOR AGRI,XT,Q,2.13,2.13,2.13,2.13,2.13,2.03,1416,2533075,5395449.00,,INE735C01027,06-Jan-22,,
531996,ODYSSEY CORP,X ,Q,15.58,15.78,14.28,15.75,15.78,15.03,1105,449715,6786020.00,,INE839E01023,06-Jan-22,,
532005,SAM INDUS.  ,XT,Q,43.95,45.00,42.00,45.00,45.00,42.90,33,3066,136973.00,,INE653D01012,06-Jan-22,,
532007,SHREEVAT.FIN,XT,Q,12.00,12.00,11.01,11.80,11.05,11.44,40,7977,94785.00,,INE981C01019,06-Jan-22,,
